Id,SalePrice
2658,104134.92489080242
2718,152686.57074401953
2414,204605.8257498651
1989,102580.21487516681
625,174356.0663962946
333,91797.32671160635
1327,99229.08017561524
858,149951.15001055892
95,185142.85174403375
1568,179502.820894187
2482,151508.21038842996
1364,114161.6256409155
2584,153317.7203171568
818,281611.9429401287
2673,136996.37814538262
2089,115998.2593596566
1297,160101.70113406135
790,123792.10790556861
2616,199075.9513340512
720,177506.54028138242
222,143479.24737325337
557,125624.7322371836
1148,180924.81033319345
2766,170434.59758837076
534,174997.19122896768
1452,122058.02773249177
630,136567.64557422072
2648,126504.88611997564
125,164926.4143134469
1904,70619.79116260304
1670,109689.26216818168
756,103002.2426407036
717,186467.03930414506
1032,158431.7257152851
852,206411.60029760544
1731,182173.06243037365
2639,102717.16004654496
2071,86984.43779177775
1267,110519.12482011555
1851,185246.6852190147
567,160011.557590105
2439,202071.61106908091
1898,147572.07865051326
647,151689.7855248583
2256,213593.2569362436
979,90930.945980842
1444,220848.53694486993
2485,129261.47631459043
157,119172.37924786755
88,129896.81299363845
2003,111512.99886573221
186,183638.45457947376
1425,247196.32948575707
2695,118479.02511652187
738,106341.35465946463
395,149104.23643446778
1353,177906.56584492148
1878,146965.3800091742
390,173946.00009327408
1456,242961.73468113926
1103,331612.76260256924
1387,137070.24411091753
2070,138049.2430207424
1199,174983.01999091197
2479,176135.12860724257
501,294117.4511168454
2362,108093.60946319618
1718,176712.3953056682
2188,90478.3100590226
1483,145033.95986897376
2557,93787.82726929327
437,375541.6670524989
2224,170414.30216039956
1628,171045.1154780668
397,130466.59008532116
587,190894.8974875967
971,126451.88317038675
2611,148018.80947549138
1887,101046.01064142457
2399,363057.9935832996
2148,202516.85732195733
304,107673.74086592258
1997,123544.60292160099
2817,121174.00806428638
1431,195118.4130466674
427,331214.03424899495
263,129150.25300695529
598,180582.73585786455
2895,231789.52920460328
687,142398.49788283472
1822,135762.35966623144
2191,97407.15004770203
179,110670.71846653442
1009,218239.23852458794
2010,128658.39770225725
1991,132896.1351563024
1411,164933.55517909452
1721,216219.30330300363
1144,183206.7026481361
593,214353.40276551814
575,325463.76068673085
1249,176742.8647555273
1604,133613.59825680472
1064,490395.41337823024
1923,162346.1195715368
1988,105599.44602988045
2325,170303.60793954023
114,203096.24958073464
2700,163808.63344982994
217,110391.12365618303
343,184046.12089529374
386,236542.29392879034
2005,106385.20844539824
2908,140080.1366576075
1814,234788.66783220813
2446,582769.2293687146
208,137960.09531181597
1679,118411.0963635955
822,345563.23441371205
6,186072.18787017302
1781,432874.6013994681
2397,305810.75284162123
2340,292853.00180682354
1618,155711.9893768182
2843,133523.5835869896
1061,390342.8207708133
2786,130121.97980900672
1935,132107.2606770785
1341,116445.78016677905
521,278677.84461510135
2136,147942.64049144858
996,190623.39546451115
227,149347.2815567839
135,171862.81915145082
1167,155920.44904923288
294,232235.45367669337
1776,202311.0497514946
540,170443.2608523065
1717,183255.5754850367
2303,130462.0339035244
116,182234.7910260287
127,131937.59308113434
1371,119527.53488381337
1014,172201.38561116977
1507,108011.25340585088
702,116784.52525952629
750,137871.43065515178
261,149040.2939201754
1559,67922.19730155714
577,223149.74997292334
2812,200247.1912880912
2080,165248.1182997488
1368,106709.63646037741
2376,136909.317757508
659,102726.48226871745
1235,132802.4992014929
332,87690.14719226387
1917,143631.7590296886
2094,238599.1375321439
1460,260993.95397400105
1471,211940.0794399886
1509,120810.15101995257
1922,128705.3015257209
433,508048.3028797132
460,250378.38846296407
1116,243753.16072495916
1137,168716.53211372503
53,163475.91505362757
2354,281891.10283294885
1475,198430.36131478395
1761,632953.9484851366
842,148332.3528850981
2739,177105.2402560854
2509,148299.0523249806
1007,198068.4854530479
2610,179519.39698674853
1952,104708.70854704201
2719,155316.34851276458
2921,91370.00389501512
1966,141496.4693374572
292,134117.32265121953
1204,197113.23335642036
1829,254543.4401162128
2419,185250.1533427047
391,153424.39648147396
798,125347.42969219742
481,194708.70684519617
193,181533.96187986754
555,119838.73890861389
899,76338.46884520768
2357,179528.92886854743
328,107222.57291022895
1356,112729.1515052645
1154,106406.87629534795
1730,175230.15642659343
2249,157762.55115030016
1119,284617.9941517602
2856,145980.51885987338
1394,139422.3115823947
2587,120722.0671592016
61,294920.62116105406
2661,171937.05677327656
2711,136401.43181578902
1147,177629.25184667335
757,118923.09485041132
2623,97711.50498868218
2378,133701.99465034014
1413,131147.50917867466
1722,205554.29694659295
1112,208738.38382537515
1623,191555.37914827347
1201,187505.36561842522
1513,115795.83989544118
957,416171.6481480706
1171,285111.84448114014
1145,194660.6193776519
2726,231951.32876280698
703,141190.1195959531
760,103455.6037275004
1964,134024.80862292927
2512,178718.49064273015
159,139877.16788336495
1281,170855.89989036554
468,173100.83357007304
290,123585.85565772979
665,96387.78055596132
1463,261445.295051176
1792,216050.4661495809
923,153485.26828571208
500,269464.51392380986
1408,153860.14600688592
331,85797.3220470618
170,115541.68055486731
2192,103851.9963451735
2571,344893.9475108059
2314,169051.47188509212
2647,95271.8100186301
422,479790.2535804306
2457,379653.34394089074
1838,197581.97607771968
2805,260093.9160444354
1645,149866.05259824917
1711,301844.18698580464
2825,215806.70370016244
322,312621.4345018527
2103,266095.66663769924
342,130751.02417323596
600,118139.08575439085
488,173522.37512426492
1725,296587.06924261217
2246,267461.03686762607
2847,152596.1175152183
806,241656.12098793386
530,233928.43960692213
963,204347.40677856293
2678,94605.33706713967
171,90866.99606912276
2401,455392.099118661
805,233955.62789670166
2259,231320.52402303944
1748,179094.02979462
1361,126149.93576740188
1677,118839.22235366396
1406,149929.2458339204
2322,235604.28741155594
688,157769.8184225432
143,154493.6849849295
804,205757.37968629293
1214,165306.89751490936
2828,138357.52835911265
1999,144260.36367799988
2467,202467.01362451195
2665,150893.62709480332
1538,369134.8105692017
398,118083.55481993104
2822,140976.6525989388
2157,138173.4898525832
1856,192845.27423172854
1269,106211.00464236908
2570,129279.2507024513
2320,224517.53464104913
1517,117398.92859124087
2304,124827.88549708671
1312,92712.35573820895
2012,136095.54101320016
506,237441.51832806368
2865,200784.24190462986
2367,108317.71741031992
554,110256.9377994738
238,135078.4817967558
1954,106922.10332035241
2488,131863.25621462724
2291,79082.40880073847
1969,102478.00932449033
2725,160651.37711696874
1482,145033.95986897376
2763,195329.2188668823
503,257530.19267130847
1584,243051.75547188148
1531,153498.36992405355
2210,151107.44714305064
459,324163.53778733424
556,125886.05544903362
1347,136444.40108678213
1290,90298.94279887581
1388,116420.98201834202
1571,303161.15340172197
2754,205745.3411857418
765,139516.80666221934
2494,126636.71683445506
2870,220219.06414381135
7,218680.06743870734
1114,238116.90860175394
2418,272536.56879496685
291,135509.30775689284
18,405232.6086923578
39,395996.6781075069
1001,257158.37327677337
2442,223277.63501444712
616,130277.07816020015
2680,78490.49862629158
1414,121724.67812539707
289,143944.93958916748
40,251430.1944399544
860,133279.38470649868
409,137392.11284692283
673,149654.04699767596
2427,170263.20148485198
2036,190418.0888401627
2564,142794.5124880965
642,148834.54894002393
1008,181129.96910926912
1908,144990.19919913798
2519,194654.46463248387
1369,85685.04018907895
2855,170002.29359890654
712,91755.97209807622
1943,114680.99877296566
1958,137810.35390612338
107,165287.1496761994
2295,186758.44504135256
704,100390.42287530188
676,131745.78298512113
259,183922.62492775093
93,305004.481574329
106,254317.5752159423
2315,173608.4335696112
1050,115647.19917521861
1095,199624.7996914387
2709,138993.9548144395
758,121851.25782387501
1496,145084.24891748506
2370,116969.29643419007
2458,291149.0386922336
2733,139253.92168798298
161,270092.7544272518
726,130255.46423888132
845,209854.5772249069
947,261869.0954627733
2232,101230.20951957001
2563,151341.99431809207
2299,140567.93312025862
211,98037.73431122435
605,142208.49383402342
1478,199958.2015304897
2247,253165.89567501566
2274,205628.16414644566
2869,203439.62299988975
967,211223.24302153842
2656,104884.06014256994
667,198399.4583571867
1042,113222.1523577141
2023,149385.73052606484
2447,431701.33614437265
2055,130407.41208348496
2275,271563.42478395614
2204,163821.50466030487
1563,245048.30030340602
483,190638.48811840304
796,128838.21125428495
1526,149541.05756030782
2042,144555.1176921686
442,354003.133770668
1693,330769.4010965072
1468,239682.37526759272
1430,185514.25467037968
2605,123571.37457581748
1529,196306.10338801163
335,147118.4019819024
1287,114284.26887304663
31,103232.63622301666
1785,303444.36494813155
82,154284.8376595831
2620,139092.49215541428
252,191642.25900721882
721,71098.49082217063
2165,187168.9989291798
2316,175436.14430735016
775,131910.24373410305
1558,78434.02178138483
17,207836.4312598953
1022,231103.06197969476
925,128661.75201054427
438,259285.73064155536
1270,149287.3792505953
1272,125482.92530177446
215,145746.51057906865
266,224964.3073464861
2402,284542.38531271566
1250,123389.79281955725
1984,103234.42909898935
1279,146629.6027460628
377,253331.34327711767
1252,140575.15202277203
2156,278416.73846998287
499,337726.20012478385
1374,130679.96679788116
2898,254116.84972789802
401,114983.05984929456
2721,158919.8396182102
2078,248607.2811642996
2589,126719.46936141927
1946,236785.66178162972
1334,117188.40871770354
2781,228502.09520429716
431,426886.4458949787
576,208936.68243558332
1474,211549.488388015
2254,151939.42147644266
2155,303401.23584279994
885,106363.08929139857
643,135888.5871148331
1944,126724.19788843895
480,190266.38477089282
2845,101918.36096583598
2387,309132.69790249265
2407,197905.15472225822
2527,161445.99876501478
2514,153523.6971013712
629,170414.12679834437
80,200736.84595467453
1876,144777.82093196182
1546,112076.37442338845
2518,181228.02543002335
2347,165029.23077005683
783,219672.8383785194
1322,56438.36863848025
194,88276.47350108757
1770,296957.1727702546
2143,151839.7567941865
1229,207797.07408706337
511,285670.01548580284
46,217834.41665423178
1348,161220.66181732013
2465,200624.08407493055
387,239047.4424353819
873,221978.41477914175
1918,120910.73412042629
2764,242271.91793271655
2184,111229.09904866801
934,138816.49665703988
1920,132331.67584650256
2631,149693.98912108064
1768,594625.8820113786
2040,104713.28686334702
1749,205295.8480864892
834,244441.7558035832
1457,233240.85906862482
79,124121.42417544662
2302,125020.70176721668
1817,143323.16773195376
2755,231115.74966354197
359,176073.47588573588
2059,112641.32674495078
2092,247409.8118222625
2516,231217.1860155407
150,113965.089485338
1656,150190.05726708265
83,88517.56293964077
2411,179777.42557394996
795,87733.55395581108
2312,222592.14100851564
2917,102195.20414544918
1624,178602.60165692001
2215,283843.8497533391
1211,160784.94145946414
1485,135875.175973098
1024,180024.987130976
570,190507.9132502005
2874,125290.87774251685
700,130246.84393914267
2756,217798.21390575718
2022,160654.45115818598
583,237131.26871085123
2392,406410.61792144226
2424,178226.30901905615
212,99097.50356595367
736,119773.37120231756
1610,181741.34434273464
890,122022.30287192177
467,172507.36216037988
578,257584.50338695536
1747,183008.3080749075
1149,152371.69748577487
2758,261311.46112025855
857,132851.00134652964
2219,264861.3718385224
733,88373.40965292219
2909,105288.828792416
1798,261628.7425128931
235,121325.6066691924
2366,134308.02173952037
1027,130545.2327226121
1195,125691.04584862367
1303,59119.48046271559
148,186099.72308365427
608,164147.74276455573
2515,201016.93478391162
821,280273.8444727653
2500,278280.4244385694
745,104301.56756226714
741,108591.05423593114
1611,119298.25912903041
2532,128727.7769435863
1081,217620.84331459276
1692,450622.00139922503
2520,174031.6895057708
276,105979.89214375314
1992,117066.39950039057
663,65372.460445105826
418,130118.72974292173
1733,188980.1874051069
2359,153921.47837061918
253,186752.15271899357
1518,178195.48982057022
2035,140191.21324577607
2919,82145.96566436467
1540,244134.63477008234
2120,143797.20853818528
1674,163471.98707728382
256,151098.29090402875
2361,102634.73631887717
978,89088.82506187339
2280,136236.50935922083
2095,213081.15866081577
1709,323879.8586628855
2801,259434.06064764012
1246,119778.16384682925
2373,107472.20739335784
1055,290420.06412079383
2017,124051.07164237606
1099,283458.60176604457
1344,86951.26632649076
835,191010.41769181218
1117,231290.06699822523
2043,103945.09302246817
2085,121747.50188007216
410,148924.72833997314
2650,109215.83204193643
2867,160497.71253064723
1668,121498.2084306821
1161,162361.8859927685
2122,183842.5520706166
2539,140089.17055491413
1047,128876.58510704478
1445,129964.4754771351
541,135780.79767572004
569,214391.0708128579
1276,131968.01455651733
918,138879.6683379032
326,165159.47124078585
1936,129172.97759488935
895,103512.3471294977
257,157949.77843875956
1241,186167.7177400705
1545,115856.7528616163
1189,161287.45687503478
270,140567.79304218362
2066,165800.7568993878
693,101439.64741481743
1259,142581.8512384159
2916,150598.64973796083
2321,261948.41767378105
1977,99378.2486836612
1895,148697.00502482793
1240,159705.55856334584
85,155725.9565997705
1823,121217.8381979043
825,305579.4312999595
110,236307.7075427821
697,114543.02152299935
2297,126251.55371718077
1231,135448.5406470467
1355,134358.4149166624
968,351916.99986556266
584,228737.9139870015
1315,113109.90032335364
1606,139826.74196122366
206,90717.5119665666
1685,371792.9966672051
2016,123407.47684686459
869,210993.16444126586
2135,131491.39159003977
2346,179392.60453856358
2430,228277.16651517534
2198,84035.16441634578
2652,114841.3393797291
27,120355.43600468172
241,160124.4579675032
906,133846.93453910825
1506,123202.43160816992
2098,394589.7458237454
1435,229715.51632373504
2213,127738.24043819329
1274,144532.89302728992
743,41558.922230225166
1737,191085.533526435
2797,286954.96075914084
2185,76662.88331500118
58,168384.20076847804
830,204455.58416244327
808,100041.04920358006
680,155170.22835418917
1153,113586.82784655783
1291,128807.18456671597
1818,149610.2379180267
2161,192621.87797782148
1883,116184.17865930428
350,325825.91876191436
2473,155854.82031330277
295,168755.6926844319
293,184415.80769501932
859,130478.49181463003
288,69941.01365392943
