Id,SalePrice
2658,101414.22488014985
2718,148646.7298045109
2414,201831.38095829918
1989,110454.07488070561
625,170701.60730594074
333,94032.926859427
1327,104707.67199840545
858,146953.9050496889
95,187231.83823955813
1568,181516.72884598552
2482,148224.24036997894
1364,118524.73338647926
2584,147707.7005011785
818,275394.4490094586
2673,143816.87020787204
2089,130826.66999895925
1297,169332.01146887543
790,115996.16030793704
2616,198102.29404011727
720,170721.71100944016
222,139556.50766298338
557,121472.58686329417
1148,171202.2111176846
2766,180107.60949743504
534,176010.73485010414
1452,128517.02256760416
630,148185.37128423227
2648,131589.70002541866
125,160380.0506813847
1904,71450.97361949134
1670,117284.87486226876
756,101917.67481298871
717,185326.47854589202
1032,157755.3567665275
852,215730.24813863586
1731,188475.2857753247
2639,100664.23777172863
2071,88305.89276813445
1267,124145.75674950026
1851,187451.39809292715
567,166352.18811260347
2439,206033.59757893241
1898,152028.02799245133
647,157835.90190087992
2256,208733.75475655514
979,93420.2969605668
1444,228434.9719984501
2485,127554.17759618984
157,126333.4453527695
88,121335.56299242427
2003,106495.20521278979
186,191742.67191871518
1425,255017.17446987165
2695,123242.94249352979
738,109258.5305036704
395,152996.25934563985
1353,161503.36187162547
1878,146174.66485266865
390,172989.35288434703
1456,240222.78291196658
1103,317921.9718857908
1387,128358.06577885918
2070,141099.95508935399
1199,169380.1211508243
2479,176814.83122577445
501,300144.6756629259
2362,109519.18411403101
1718,168138.2179741597
2188,102168.84847063615
1483,151666.80810735156
2557,100947.28109631506
437,352949.5426041486
2224,166095.54320187116
1628,186591.00701676845
397,131137.19922729803
587,178967.68950431078
971,137223.0757337299
2611,149434.62365961564
1887,110300.71265233895
2399,337597.857655053
2148,212327.30210540118
304,117134.61070244396
1997,132201.36885432183
2817,125351.36793890578
1431,203708.76534974307
427,339333.5390115137
263,132018.07598580196
598,174637.43318314318
2895,217366.70267712284
687,148169.82865176297
1822,134001.20949814777
2191,100962.96224371789
179,117420.48694131675
1009,219943.29126148118
2010,138097.84245250776
1991,130009.00814404954
1411,145728.89738533756
1721,215082.83511688912
1144,183274.15572089935
593,212709.42017073088
575,322797.18929676816
1249,174718.1415152608
1604,135066.24802990066
1064,463897.27997619845
1923,158176.88961141912
1988,109513.36136474407
2325,179542.72732385827
114,198623.55829798468
2700,152606.08895895738
217,98457.12956392449
343,177014.15801600905
386,243944.61463253052
2005,116091.18670311474
2908,139057.58009157737
1814,215696.34935077516
2446,503861.52040691604
