Id,SalePrice
2658,107813.83504009708
2718,148428.3100138982
2414,209245.35678569198
1989,110068.04568420057
625,168009.74902914514
333,92293.63596189955
1327,104198.5998139745
858,147312.8221527776
95,186782.10835280226
1568,177879.53092077447
2482,154750.66017603193
1364,114414.31305878838
2584,144776.50171547898
818,273732.9944888506
2673,148617.65667913316
2089,127658.362947413
1297,167032.07418988197
790,115600.80611658968
2616,190432.43629255926
720,179763.99450919373
222,144091.0430130965
557,121213.93620041621
1148,178444.74115318843
2766,173164.30096308322
534,182996.0431455523
1452,127071.55440884443
630,143916.96853206187
2648,128455.983315984
125,165204.18433615816
1904,69231.10635358052
1670,114279.75267332263
756,98927.75682015345
717,197122.75588357323
1032,164881.8560874241
852,213446.38390585184
1731,195315.99708735343
2639,99077.98643769432
2071,85741.52523738994
1267,122103.26323297435
1851,186320.9570070288
567,168537.91764391487
2439,212470.77605701337
1898,150493.16050244056
647,152888.8733472619
2256,216999.31371281127
979,91067.8205096385
1444,225416.12337099714
2485,131553.07602034693
157,122117.24640232028
88,121141.06076792462
2003,107727.79803074792
186,194233.88146949533
1425,254570.6652207632
2695,120679.98470502767
738,107474.7559046208
395,151298.6369269721
1353,163226.59932336846
1878,142413.02770327977
390,176125.08396042226
1456,238140.52723577883
1103,325797.0938747823
1387,127236.65613576492
2070,139542.33779905227
1199,174262.89210215776
2479,186782.06403046328
501,307011.70796237135
2362,107151.87294832044
1718,173232.25603052246
2188,102426.98708346243
1483,151572.44660698692
2557,102731.63434941998
437,339066.5189148912
2224,182758.0762786469
1628,190740.17876839166
397,128371.42243184618
587,184343.94844123648
971,146757.86967737135
2611,145869.21626188082
1887,107416.8041857711
2399,326072.3036259266
2148,209743.23311776805
304,113159.06077983063
1997,138034.07425641947
2817,124393.57025070883
1431,195887.41683542726
427,325105.10831843485
263,130591.63944748304
598,179171.2750531011
2895,219084.67124072477
687,142887.73024927962
1822,138611.23166941016
2191,96797.00358165416
179,116702.8973147804
1009,224468.3470444496
2010,135056.8740090717
1991,132176.29991866977
1411,149032.27931259468
1721,217222.2587769494
1144,188320.15157355246
593,218829.41073965005
575,308924.8873830106
1249,169041.37751348602
1604,133277.5022920635
1064,460574.66904988844
1923,156102.61923179813
1988,114592.22054415499
2325,184446.52674453415
114,198745.55221745788
2700,152515.9051899012
217,106211.43216747983
343,172637.07289473125
386,242481.80882135007
2005,113461.87660340201
2908,136152.33821713817
1814,223786.8647039904
2446,530022.8705991686
208,151176.324889404
1679,122514.45934608471
822,326355.7207519975
6,195850.28387383692
1781,405541.3544953513
2397,281430.5220675156
2340,300547.8635186897
1618,159930.09665365424
2843,120326.16720482426
1061,361659.6357413122
2786,132708.59363041513
1935,136484.03104395105
1341,126198.49442871222
521,281138.8307325543
2136,157240.61819466823
996,195851.84486073395
227,149002.4530649576
135,176023.12911068715
1167,152487.4580497809
294,231224.2829492296
1776,205012.6281267386
540,177764.2335631567
1717,175775.61737505003
2303,128571.1166457995
116,190645.06472055742
127,129671.09155789415
1371,121200.71793565179
1014,165100.79427494263
1507,117443.1379803855
702,116832.36158377602
750,132587.66711445854
261,152835.68248816812
1559,67843.64517874854
577,211382.11144107842
2812,202124.07175377634
2080,149956.38846025016
1368,111364.77343956425
2376,134704.04522210202
659,113110.78406632297
1235,127721.40585965457
332,86457.11685907534
1917,146841.0857608941
2094,230003.69550866826
1460,269092.4867285684
1471,208616.01190317993
1509,123177.85482824287
1922,129040.09727627679
433,495083.8692411471
460,245677.34870638725
1116,251378.31841122088
1137,174087.43622854303
53,173139.90179722698
2354,264717.52080960805
1475,202109.24763084215
1761,693504.9867227005
842,151881.63914210917
2739,157104.3346097625
2509,153749.22345523024
1007,204235.49181163133
2610,178302.85950379795
1952,107256.35190107737
2719,155786.59647366038
2921,92142.01384187747
1966,130996.82755340505
292,126480.01777016626
1204,200193.03158466096
1829,255507.47554914342
2419,193463.62594390853
391,161582.57076460507
798,123825.5346023155
481,205534.20809774983
193,180652.109708153
555,114053.05900717495
899,84229.90132325696
2357,185421.27703088857
328,99295.26729484746
1356,119673.13462380141
1154,107183.15350313777
1730,186628.62143586623
2249,161821.0753155377
1119,286097.90805291757
2856,142521.4033620822
1394,134997.2661671998
2587,124758.06919189982
61,310827.6576736964
2661,174030.91867578524
2711,133481.76437849744
1147,185157.7730616702
757,130965.05751414344
2623,100913.66267547366
2378,138226.8754406646
1413,138151.48208228147
1722,211758.89966971747
1112,221159.08933136237
1623,189529.962975403
1201,194381.8804079263
1513,121305.8022075628
957,273700.90217232506
1171,271105.9966292661
1145,197600.651085887
2726,226809.67329175118
703,154903.7980376714
760,99756.69776368298
1964,137826.02875200158
2512,186236.922896981
159,136369.46709729044
1281,164200.62068378838
468,180507.7864175715
290,124582.98088037038
665,96533.84762968295
1463,266687.37669527356
1792,217900.59884838288
