Id,SalePrice
2658,104846.88955858636
2718,152102.30485279346
2414,207050.8049372845
1989,103336.09279638702
625,169642.6998490948
333,93367.0618977817
1327,100128.19309564994
858,148371.45092380518
95,185716.71308942547
1568,178162.91429029382
2482,154604.80429381682
1364,112565.39334845044
2584,151830.7034594718
818,277367.16454436234
2673,135607.4608635556
2089,112505.29172902857
1297,162490.26340027843
790,120636.3170243939
2616,192091.88047650302
720,175110.87979407288
222,139412.268547988
557,123006.64681861823
1148,179683.33701292655
2766,173539.01182792103
534,176877.95033000893
1452,123235.40299634488
630,134233.75892072823
2648,127654.49362045276
125,163668.86162910657
1904,68981.10465671677
1670,109845.23396766135
756,101540.16493198623
717,185336.80276993098
1032,164719.43055250903
852,201135.64286562614
1731,186263.24213719324
2639,104415.27979111165
2071,83804.50992786113
1267,108157.02057469169
1851,183598.6552614398
567,159586.16653063556
2439,203505.59621610193
1898,142833.75439452997
647,149173.81960603333
2256,215522.6758913968
979,91930.94831836817
1444,215281.9770406915
2485,130791.6832480678
157,116435.09744121274
88,126953.69287631441
2003,114095.99362211919
186,177390.86886971575
1425,237848.71137122897
2695,117310.53369737092
738,104885.01417670866
395,146408.25372150468
1353,171824.4323692348
1878,143135.98861038365
390,177067.96416226274
1456,235814.14441793886
1103,327754.7296467868
1387,136838.9355038984
2070,133709.75392574174
1199,181721.5355773133
2479,181338.82625109985
501,287096.4397662734
2362,108688.27500980506
1718,175781.5135834723
2188,88874.88994554797
1483,141671.07899449868
2557,93776.16382548651
437,366481.61628757097
2224,171964.12135720163
1628,171753.6422193356
397,127204.14674199623
587,191069.59766808082
971,121705.64861710303
2611,147871.44480989568
1887,98715.02977745619
2399,343912.28929911257
2148,197855.95559726673
304,109117.23209982291
1997,126216.74587074212
2817,118548.02359044751
1431,196076.07345482337
427,314061.6268166807
263,127314.18928734076
598,187219.81178277807
2895,230816.63541966575
687,141289.22940043974
1822,132489.68480828084
2191,96353.84504855827
179,112662.2354979408
1009,217866.3522414459
2010,128230.49741907393
1991,134610.4214179234
1411,162063.7551015953
1721,212494.0442802493
1144,184472.1854764262
593,214468.6737901471
575,320196.29988533974
1249,168611.5465104508
1604,133989.50619293534
1064,458243.31631997414
1923,161728.36691001605
1988,107651.19032581661
2325,175374.39259022038
114,206779.49774077517
2700,160077.94574958459
217,107982.61023097075
343,178048.10842125193
386,231323.9330707832
2005,102724.27809395397
2908,139230.05412784673
1814,237659.190300838
2446,564673.4112208375
208,136485.76996008324
1679,118129.67077001024
822,330557.7441822854
6,191786.26665635215
1781,424560.5380208951
2397,293049.26864369115
2340,289614.1448406497
1618,160033.98876038616
2843,133211.8593910148
1061,373656.80920953775
2786,129089.81391992209
1935,129888.31737881644
1341,113986.2848119659
521,265425.65756818594
2136,148536.27504021086
996,194001.70138981202
227,150296.66623114032
135,171476.39380144756
1167,155838.4251585237
294,229148.0434682864
1776,202897.65510081185
540,174159.22096337413
1717,181414.4152205513
2303,129880.27110921755
116,183142.98792762798
127,128564.75491919868
1371,119292.66484691054
1014,177241.21320611876
1507,105551.55777706645
702,122298.81992368844
750,137994.53245007637
261,150620.15765918882
1559,67979.33915115247
577,217677.85168396987
2812,195824.35340833312
2080,165673.96161197496
1368,107627.04445048125
2376,136809.2771415026
659,104829.8504161618
1235,131105.0054730519
332,88606.38732709386
1917,141723.16349136512
2094,235559.13930519807
1460,254306.93244910182
1471,206708.80630850032
1509,121668.10433354038
1922,129209.21168949342
433,467888.74388813705
460,244363.64245259966
1116,240869.8141096518
1137,172113.19300317313
53,161466.4464637508
2354,277561.16339007154
1475,191590.80410538497
1761,604276.3877300373
842,148108.59919353883
2739,174711.3148769175
2509,150541.2949841529
1007,198147.15621508213
2610,179390.8800524742
1952,106481.5424767009
2719,156658.234662997
2921,92762.1807556912
1966,138739.12518172723
292,135957.37887297964
1204,199866.45639510915
1829,242657.47454577632
2419,187259.81032091106
391,153805.04872831368
798,125875.93056160153
481,194269.55726494608
193,178967.06392638976
555,116613.75785608892
899,74247.59462408227
2357,182527.67651944948
328,107440.59416797635
1356,110761.33490817375
1154,107887.58247409509
1730,178193.1912217233
2249,156922.02948511663
1119,280858.4868159756
2856,148879.4425488153
1394,138701.34473621132
2587,119336.12762607551
61,298544.62697037176
2661,171067.9499142121
2711,136584.79086106908
1147,182710.2933630388
757,118932.57014713869
2623,95939.8456492693
2378,140478.48531894633
1413,132731.89266879263
1722,200004.15477767258
1112,210692.62463193052
1623,193852.35928355937
1201,192041.55773051275
1513,114950.72577017428
957,433570.9974372244
1171,281370.82027437916
1145,198773.91761659025
2726,233440.18789977132
703,142855.56444482488
760,102322.35003658141
1964,130809.4878891715
2512,176924.99238642785
159,146025.6028221425
1281,167471.8985146303
468,173900.7694629561
290,122937.45487032256
665,97089.35848806698
1463,253751.74860799898
1792,219423.4016767529
923,155822.79859769222
500,272957.58705312613
1408,152150.86575717866
331,85322.17614980177
170,115254.16530757419
2192,104703.49004203307
2571,321639.99005183385
2314,175168.6273120908
2647,96338.17494264887
422,444921.7487304219
2457,388944.8169442764
1838,195087.42145274556
2805,249214.30145289985
1645,149839.10315131937
1711,291770.35851515195
2825,211060.5808223369
322,306471.8470272985
2103,255316.23153022272
342,131773.08372864715
600,117280.29499638287
488,178046.468372577
1725,285243.77014488884
2246,256556.23787317626
2847,156378.68634970963
806,244359.14021128826
530,232246.1026249175
963,200992.86949286872
2678,92195.30406270827
171,91981.88370874133
2401,440204.5284818708
805,233536.0351842588
2259,217064.39574031532
1748,175849.16134901092
1361,127764.94503028253
1677,121383.10303578162
1406,147879.6353956273
2322,231659.48213404653
688,156575.46527444207
143,153921.30998065553
